"chapter","verse","sanskrit","transliteration","translation_danish","translation_english","footnotes_translation_danish","footnotes_transliteration","footnotes_sanskrit"
"4","25","तत्रैकनाशादपरस्य नाश
एकप्रवृत्तेरपरप्रवृत्तिः ।
अध्वस्तयोश्चेन्द्रियवर्गवृत्तिः
प्रध्वस्तयोर्मोक्षपदस्य सिद्धिः ॥२५॥","tatraikanāśād aparasya nāśa
ekapravr̥tter aparapravr̥ttiḥ |
adhvas tayoś cendriyavargavr̥ttiḥ
pradhvas tayor mokṣapadasya siddhiḥ || 4.25 ||","[4.25] Hvor den ene udslettes følger den andens udslettelse. Af den
enes aktivitet følger den andens aktivitet. Fra deres ikke-destruktion
følger aktiviteten af de forskellige sanseorganer. Fra deres destruktion
følger opnåelsen af udfrielsestilstanden.","[4.25] By the suspension of the one, therefore, comes the suspension of the other, and by the operations of the one are brought about the operations of the other. When they are present, the Indriyas (the senses) remain engaged in their proper functions, and when they become latent then there is moksa.",NA,NA,NA
"4","26","रसस्य मनसश्चैव चञ्चलत्वं स्वभावतः ।
रसो बद्धो मनो बद्धं किं न सिद्ध्यति भूतले ॥२६॥","rasasya manasaś caiva cañcalatvaṃ svabhāvataḥ |
raso baddho mano baddhaṃ kiṃ na siddhyati bhūtale || 4.26 ||","[4.26] Sindet og kroppens nektar er ustabil af natur. Når nektaren er
bundet, er sindet bundet, og hvad kan da ikke opnås her på jorden?","[4.26] By nature, Mercury and mind are unsteady: there is nothing in the world which cannot be accomplished when these are made steady.",NA,NA,NA
"4","27","मूर्च्छितो हरते व्याधीन्मृतो जीवयति स्वयम् ।
बद्धः खेचरतां धत्ते रसो वायुश्च पार्वति ॥२७॥","mūrcchito harate vyādhīn mr̥to jīvayati svayam |
baddhaḥ khecaratāṃ dhatte raso vāyuś ca pārvati || 4.27 ||","[4.27] Når nektaren er fæstnet, fjerner den sygdomme; død, vækker den
selvet til live; bundet, giver den evnen til at flyve; og ligeså med
åndedrættet, oh Pārvatī![^189]","[4.27] O Pārvati! Mercury and breathing, when made steady, destroy diseases and the dead himself comes to life (by their means). By their (proper) control, moving in the air is attained.","[^189]: Pārvatī er guden Śivas hustru. Vokativen her spejler stilen i tantriske tekster, der ofte har form af en dialog mellem Śiva og Pārvatī.",NA,NA
"4","28","मनःस्थैर्ये स्थिरो वायुस्ततो बिन्दुः स्थिरो भवेत् ।
बिन्दुस्थैर्यात्सदा सत्त्वं पिण्डस्थैर्यं प्रजायते ॥२८॥","manaḥ sthairye sthiro vāyus tato binduḥ sthiro bhavet |
bindusthairyāt sadā sattvaṃ piṇḍasthairyaṃ prajāyate || 4.28 ||","[4.28] Når sindet er fast, så er luften fast. Herved bliver
bindu[^190] fast. Ved den faste bindu skabes altid en stærk og vital
krop.","[4.28] The breathing is calmed when the mind becomes steady and calm; and hence the preservation of bindu. The preservation of this latter makes the satwa established in the body.","[^190]: Bindu, 'mandens sæd, livskraften'.",NA,NA
"4","29","इन्द्रियाणां मनो नाथो मनोनाथस्तु मारुतः ।
मारुतस्य लयो नाथः स लयो नादमाश्रितः ॥२९॥","indriyāṇāṃ mano nātho manonāthas tu mārutaḥ |
mārutasya layo nāthaḥ sa layo nādam āśritaḥ || 4.29 ||","[4.29] Sindet er sansernes herre og åndedrættet er herre over sindet.
Laya[^191] er åndedrættets herre og denne laya hviler på lyden, nāda.","[4.29] Mind is the master of the senses, and the breath is the master of the mind. The breath in its turn is subordinate to the laya (absorption), and that laya depends on the nāda.","[^191]: Laya, 'opløsning'. I Haṭhapradīpika betegner laya en særlig form for yoga, hvor luften (prāṇa) i Suṣumnā-kanalen stilnes og opløses, hvorpå sindet stilnes og opløses. Layayoga, 'opløsningens yoga', er tæt forbundet med nādānusandhāna 'undersøgelse af [indre] lyd', der også kendes som nādayoga eller 'lydyoga'. I Haṭhapradīpika er forholdet mellem layayoga og nādayoga tvetydigt, idet det fremgår af 4.80 at layayoga opstår som et resultat af nādayoga, mens versene 1.43 og 4.66 derimod anser nādānusandhāna for at være den højeste og bedste form for layayoga og dermed underlagt layayoga.",NA,NA
"4","30","सोऽयमेवास्तु मोक्षाख्यो मास्तु वापि मतान्तरे ।
मनःप्राणलये कश्चिदानन्दः सम्प्रवर्तते ॥३०॥","so'yam evāstu mokṣākhyo māstu vāpi matāntare |
manaḥprāṇalaye kaścid ānandaḥ sampravartate || 4.30 ||","[4.30] Den skal benævnes mokṣa; men ifølge andre skoler skal den ikke.
I opløsningen af sindet og prāṇa opstår en ubeskrivelig fryd.","[4.30] This very laya is what is called mokṣa, or, being a sectarian, you may not call it mokṣa; but when the mind becomes absorbed, a sort of ecstacy is experienced.",NA,NA,NA
"4","31","प्रनष्टश्वासनिःश्वासः प्रध्वस्तविषयग्रहः ।
निश्चेष्टो निर्विकारश्च लयो जयति योगिनाम् ॥३१॥","pranaṣṭaśvāsaniḥśvāsaḥ pradhvastaviṣayagrahaḥ |
niśceṣṭo nirvikāraś ca layo jayati yoginām || 4.31 ||","[4.31] Ophør af indånding og udånding og ophør af tilknytning til
sansernes objekter - det vinder den ubevægelige og uforanderlige laya
for yogierne.","[4.31] By the suspension of respiration and the annihilation of the enjoyments of the senses, when the mind becomes devoid of all the activities and remains changeless, then the Yogī attains to the Laya Stage.",NA,NA,NA
"4","32","उच्छिन्नसर्वसङ्कल्पो निःशेषाशेषचेष्टितः ।
स्वावगम्यो लयः कोऽपि जायते वागगोचरः ॥३२॥","ucchinnasarvasaṅkalpo niḥśeṣāśeṣaceṣṭitaḥ |
svāvagamyo layaḥ ko 'pi jāyate vāgagocaraḥ || 4.32 ||","[4.32] En særlig laya opstår, som er afskåret fra al intention,
fuldstændig ubevægelig og hinsides ord, men forståelig for én selv.","[4.32] When all the thoughts and activities are destroyed, then the Laya Stage is produced, to describe which is beyond the power of speech, being known by self-experience alone.",NA,NA,NA
"4","33","यत्र दृष्टिर्लयस्तत्र भूतेन्द्रियसनातनी ।
सा शक्तिर्जीवभूतानां द्वे अलक्ष्ये लयं गते ॥३३॥","yatra dr̥ṣṭir layas tatra bhūtendriyasanātanī |
sā śaktir jīvabhūtānāṃ dve alakṣye layaṃ gate || 4.33 ||","[4.33] Hvor der er indsigt, er der laya. Den evige sansning af
elementerne og de levende væseners śakti - disse usynlige to - går til
en tilstand af laya.","[4.33] They often speak of Laya, Laya; but what is meant by it?",NA,NA,NA
"4","34","लयो लय इति प्राहुः कीदृशं लयलक्षणम् ।
अपुनर्वासनोत्थानाल्लयो विषयविस्मृतिः ॥३४॥","layo laya iti prāhuḥ kīdr̥śaṃ layalakṣaṇam |
apunarvāsanotthānāl layo viṣayavismr̥tiḥ || 4.34 ||","[4.34] ""Laya"", ""laya"", således siger de. Men hvad er layas kendetegn?
Laya er glemsel af sansernes objekter, når mentale indtryk ikke længere
opstår.","[4.34] Laya is simply then forgetting of the objects of senses when the Vāsanās (desires) do not rise into existence again.",NA,NA,NA
"4","35","वेदशास्त्रपुराणानि सामान्यगणिका इव ।
एकैव शाम्भवी मुद्रा गुप्ता कुलवधूरिव ॥३५॥","vedaśāstrapurāṇāni sāmānyagaṇikā iva |
ekaiva śāmbhavī mudrā guptā kulavadhūr iva || 4.35 ||","[4.35] Vedaerne, śāstraerne og purāṇaerne[^192] er som en skøge, der
står til rådighed for enhver. Kun Śāmbhavīmudrā[^193] er skjult som en
ærbar kvinde.
Dette er Śāmbhavīmudrā:","[4.35] The Vedas and the Śāstras are like ordinary public women. Śāmhhavī Mudrā is the one, which is secluded like a respectable lady.","[^192]: Vedaerne, śāstraerne og purāṇaerne er hinduismens vigtigste og populæreste tekster. Vedaerne er de ældste indiske skrifter og anses for at være åbenbarede (śruti), mens sāstraerne tilhører den videnskabelige tradition og purāṇaerne er mytologiske tekster, der tilhører den autoritative tradition (smṛti). Tantraerne er derimod hemmelige og esoteriske tekster, som anses for at være udtryk for en 'sekundær åbenbaring'. I dette vers sidestilles de populære tekster (vedaer, śāstraer og purāṇaer) med offentlige fruentimmere, mens de tantriske og esoteriske praksisformer fremstår som ærbare tildækkede kvinder. Verset er chokerende og et udtryk for tantrisk sprogbrug.
[^193]: Śāmbhavīmudrā, 'Śambhus mudrā'. Śāmbhu er synonym for guden Śiva.",NA,NA
"4","36","अथ शाम्भवी
अन्तर्लक्ष्यं बहिर्दृष्टिर्निमेषोन्मेषवर्जिता ।
एषा सा शाम्भवी मुद्रा वेदशास्त्रेषु गोपिता ॥३६॥","atha śāmbhavī
antar lakṣyaṃ bahir dr̥ṣṭir nimeṣonmeṣavarjitā |
eṣā sā śāmbhavī mudrā vedaśāstreṣu gopitā || 4.36 ||","[4.36] Indadtil findes det observerbare. Udadtil er kun det tomme,
stirrende blik. Dette er Śāmbhavīmudrā, som er skjult i vedaerne og
śāstraerne.","[4.36] Aiming at Brahman inwardly, while keeping the sight directed to the external objects, without blinking the eyes, is called the Sāmbhavī Mudrā, hidden in the Vedas and the Sāstras.",NA,NA,NA
"4","37","अन्तर्लक्ष्यविलीनचित्तपवनो योगी यदा वर्तते
दृष्ट्या निश्चलतारया बहिरधः पश्यन्नपश्यन्नपि ।
मुद्रेयं खलु शाम्भवी भवति सा लब्धा प्रसादाद्गुरोः
शून्याशून्यविलक्षणं स्फुरति तत्तत्त्वं परं शाम्भवम् ॥३७॥","antar lakṣyavilīnacittapavano yogī yadā vartate
dr̥ṣṭyā niścalatārayā bahir adhaḥ paśyann apaśyann api |
mudreyaṃ khalu śāmbhavī bhavati sā labdhā prasādād guroḥ
śūnyāśūnyavilakṣaṇaṃ sphurati tat tattvaṃ paraṃ śāmbhavam || 4.37","[4.37] Når en yogi, med åndedrættet og sindet absorberet i det indre
observerbare, forbliver seende - men alligevel ikke seende - med
pupillerne fikseret fremad og nedad, så er det i sandhed Śāmbhavīmudrā.
Den opnås ved guruens gunst. Den ubestemmelige virkelighed, som hverken
er tom eller ikke-tom og forbindes med guden Śambhu, manifesterer sig.","[4.37] When the Yogī remains inwardly attentive to the Brahman, keeping the mind and the Prāṇa absorbed, and the sight steady, as if seeing everything while in reality seeing nothing outside, below, or above, verily then it is called the Sāmbhavī Mudrā, which is learnt by the favour of a guru. Whatever, wonderful, Sūnya or Asūnya is perceived, is to be regarded as the manifestation of that great Śambhū (Śiva.)",NA,NA,NA
"4","38","श्री शाम्भव्याश्च खेचर्या अवस्थाधामभेदतः ।
भवेच्चित्तलयानन्दः शून्ये चित्सुखरूपिणि ॥३८॥","||
śrīśāmbhavyāś ca khecaryā avasthādhāmabhedataḥ |
bhavec cittalayānandaḥ śūnye citsukharūpiṇi || 4.38 ||","[4.38] Fryden ved sindets opløsning i tomheden, der forårsages af
Śāmbhavīmudrā og Khecarīmudrā, viser sig som bevidsthed og lykke. Den
opstår i kraft af adskillelsen mellem position og sted.[^194]","[4.38] The two states, the Sāmbhavī and the Khecharī, are different because of their seats (being the heart and the space between the eyebrows respectively); but both cause happiness, for the mind becomes absorbed in the Chita-sukha-Rupa-ātmana which is void.","[^194]: Position (avasthā) formodes her at referere til øjnenes ydre position i forbindelse med Śāmbhavīmudrā, mens sted (dhāma) formodes at referere til sindets indre meditative fokus. Dette forbindes ligeledes med Khecarīmudrā (jf. 3.32).",NA,NA
"4","39","तारे ज्योतिषि संयोज्य किञ्चिदुन्नमयेद्भ्रुवौ ।
पूर्वयोगं मनो युञ्जन्नुन्मनीकारकः क्षणात् ॥३९॥","tāre jyotiṣi saṃyojya kiñcid unnamayed bhruvau |
pūrvayogaṃ mano yuñjann unmanīkārakaḥ kṣaṇāt || 4.39 ||","[4.39] Når pupillerne er fikseret på lyset,[^195] bør yogien hæve
øjenbrynene en anelse. Sindet engageres i den forudgående yogaøvelse og
frembringer øjeblikkeligt Unmanī-tilstanden.","[4.39] Fix the gaze on the light (seen on the tip of the nose) and raise the eyebrows a little, with the mind contemplating as before (in the Śambhavī Mudrā, that is, inwardly thinking of Brahma, but apparently looking outside.) This will create the Unmanī avasthā at once.","[^195]: Der er tale om et lys, som antages at opstå, når man fokuserer øjnene på spidsen af næsen.",NA,NA
"4","40","केचिदागमजालेन केचिन्निगमसञ्कुलैः ।
केचित्तर्केण मुह्यन्ति नैव जानन्ति तारकम् ॥४०॥","kecid āgamajālena kecin nigamasaṅkulaiḥ |
kecit tarkeṇa muhyanti naiva jānanti tārakam || 4.40 ||","[4.40] Nogle forvilder sig ind i āgama-teksternes snarer, andre i
nigama-hjælpeteksternes selvmodsigelser eller i filosofisk
argumentation. De kender ikke redningsfartøjet.[^196]","[4.40] Some are devoted to the Vedas, some to Nigama, while others are enwrapt in Logic, but none knows the value of this mudrā, which enables one to cross the ocean of existence","[^196]: Redningsfartøjet er formentlig Unmanī-tilstanden, på hvilket man krydser et hav af lidelse, dvs. genfødslernes evige kredsløb (saṃsāra).",NA,NA
"4","41","अर्धोन्मीलितलोचनः स्थिरमना नासाग्रदत्तेक्षणश्
चन्द्रार्कावपि लीनतामुपनयन्निस्पन्दभावेन यः ।
ज्योतीरूपमशेषबीजमखिलं देदीप्यमानं परम्
तत्त्वं तत्पदमेति वस्तु परमं वाच्यं किमत्राधिकम् ॥४१॥","ardhonmīlitalocanaḥ sthiramanā nāsāgradattekṣaṇaś
candrārkāv api līnatām upanayan nispandabhāvena yaḥ |
jyotīrūpam aśeṣabījam akhilaṃ dedīpyamānaṃ paraṃ
tattvaṃ tatpadam eti vastu paramaṃ vācyaṃ kim atrādhikam || 4.41","[4.41] Med et roligt sind, øjnene halvt lukkede og blikket rettet mod
næsetippen, kontrollerer yogien sågar solen og månen med sin
urokkelighed og opnår en tilstand af lys. Lyset er kilden til alting,
intenst strålende, den yderste virkelighed. Hvad mere kan der siges i
denne sag?","[4.41] With steady calm mind and half closed eyes, fixed on the tip of the nose, stopping the Idā and the Pingalā without blinking, he who [4.41] can see the light which is the all, the seed, the entire brilliant, great Tatwama, approaches Him, who is the great object. What is the use of more talk?",NA,NA,NA
"4","42","दिवा न पूजयेल्लिङ्गं रात्रौ चैव न पूजयेत् ।
सर्वदा पूजयेल्लिङ्गं दिवारात्रिनिरोधतः ॥४२॥","||
divā na pūjayel liṅgaṃ rātrau caiva na pūjayet |
sarvadā pūjayel liṅgaṃ divārātrinirodhataḥ || 4.42 ||","[4.42] Yogien bør ikke tilbede liṅgaen[^197] om dagen, ej heller om
natten. Han bør til alle tider tilbede liṅgaen og betvinge dag og nat.
Dette er Khecarīmudrā:","[4.42] One should not meditate on the Linga (i.e., ātman) in the day (i.e., while Sūrya or Pingalā is working) or at night (when Idā is working), but should always contemplate after restraining both.","[^197]: Liṅga, 'tegn, symbol, mærke, emblem'. En liṅga er først og fremmest en søjle rundet på toppen, der fungerer som anikonisk symbol for guden Śiva. Historisk kan man se, at der er tale om en stiliseret fallos, der også repræsenterer en verdensakse (axis mundi). Ofte er den placeret i en oval platform, der repræsenterer det kvindelige kønsorgan (yoni).",NA,NA
"4","43","सव्यदक्षिणनाडिस्थो मध्ये चरति मारुतः ।
तिष्ठते खेचरी मुद्रा तस्मिन्स्थाने न संशयः ॥४३॥","atha khecarī
savyadakṣiṇanāḍīstho madhye carati mārutaḥ |
tiṣṭhate khecarī mudrā tasmin sthāne na saṃśayaḥ || 4.43 ||","[4.43] Åndedrættet befinder sig i højre og venstre kanal og bevæger
sig til den midterste kanal. På det sted befinder Khecarīmudrā sig uden
tvivl.","[4.43] When the air has ceased to move in the right and the left nostrils, and has begun to flow in the middle path, then the Khecharī Mudrā, can be accomplished there. There is no doubt of this.",NA,NA,NA
"4","44","इडापिङ्गलयोर्मध्ये शून्यं चैवानिलं ग्रसेत् ।
तिष्ठते खेचरी मुद्रा तत्र सत्यं पुनः पुनः ॥४४॥","iḍāpiṅgalayor madhye śūnyaṃ caivānilaṃ graset |
tiṣṭhate khecarī mudrā tatra satyaṃ punaḥ punaḥ || 4.44 ||","[4.44] Tomheden imellem Iḍā og Piṅgalā vil sluge luften. Der befinder
Khecarīmudrā sig. Dette er evigt sandt.","[4.44] If the Prāṇa can he drawn into the Sūnya (Suṣumnā), which is between the Idā and the Pingalā, and male motionless there, then the Khecharī Mudrā can truly become steady there.",NA,NA,NA
"4","45","सूर्याचन्द्रमसोर्मध्ये निरालम्बान्तरे पुनः ।
संस्थिता व्योमचक्रे या सा मुद्रा नाम खेचरी ॥४५॥","sūryācandramasor madhye nirālambāntare punaḥ |
saṃsthitā vyomacakre yā sā mudrā nāma khecarī || 4.45 ||","[4.45] Med andre ord: Mellem solen og månen, i det selvberoende
Vyomacakra,[^198] dér befinder mudrāen Khecarī sig.","[4.45] That Mudrā is called Khecharī which is performed in the supportless space between the Sūrya and the Chandra (the Idā and the Pingalā) and called the Vyoma Chakra.","[^198]: Vyoma-cakra, 'Rum-cakra' (3.36, 4.45). Ifølge vers 3.36 befinder Vyoma-cakraet sig i munden, hvor 'de tre veje mødes', dvs. ved halsåbningen, hvor Īḍā, Piṅgalā og Suṣumnā-kanalen forenes (4.45). Vyoma-cakraet figurerer sjældent som et cakra, men ofte ses vyoma, 'rum', og cakraer som to forskellige elementer i den yogiske krop. Vyoma-cakraet nævnes ofte i sammenhæng med Rājadanta og Khecarīmūdra.",NA,NA
"4","46","सोमाद्यत्रोदिता धारा साक्षात्सा शिववल्लभा ।
पूरयेदतुलां दिव्यां सुषुम्नां पश्चिमे मुखे ॥४६॥","somād yatroditā dhārā sākṣāt sā śivavallabhā |
pūrayed atulāṃ divyāṃ suṣumṇāṃ paścime mukhe || 4.46 ||","[4.46] Nektaren er Śivas synlige elskede og bør fylde den guddommelige
uforlignelige Suṣumnā bagerst i munden, hvor den strømmer fra månen.","[4.46] The Khecharī which causes the stream to flow from the Chandra (Śoma) is beloved of Śiva. The incomparable divine Suṣumnā should be closed by the tongue drawn back.",NA,NA,NA
"4","47","पुरस्ताच्चैव पूर्येत निश्चिता खेचरी भवेत् ।
अभ्यस्ता खेचरी मुद्राप्युन्मनी सम्प्रजायते ॥४७॥","purastāc caiva pūryeta niścitā khecarī bhavet |
abhyastā khecarī mudrāpy unmanī samprajāyate || 4.47 ||","[4.47] Nektaren bør også fylde Suṣumnā forneden. Dette er den sande
Khecarī. Når Khecarīmudrā praktiseres, opstår Unmanī-tilstanden
ligeledes.","[4.47] It can be closed from the front also (by stopping the movements of the Prāṇa), and then surely it becomes the Khecharī. By practice, this Khecharī leads to Unmanī.",NA,NA,NA
"4","48","भ्रुवोर्मध्ये शिवस्थानं मनस्तत्र विलीयते ।
ज्ञातव्यं तत्पदं तुर्यं तत्र कालो न विद्यते ॥४८॥","bhruvor madhye śivasthānaṃ manas tatra vilīyate |
jñātavyaṃ tatpadaṃ turyaṃ tatra kālo na vidyate || 4.48 ||","[4.48] Śivas opholdssted er mellem øjenbrynene. Dér opløses sindet.
Stedet bør kendes som Turya.[^199] Dér eksisterer tiden ikke.","[4.48] The seat of Śiva is between the eyebrows, and the mind becomes absorbed there. This condition (in which the mind is thus absorbed) is known as Tūrya, and death has no access there.","[^199]: Turya, 'den fjerde', er et synonym for samādhi (4.3-4, 4.48). Ved opnåelsen af samādhi indtræder en fjerde værenstilstand, som adskiller sig fra de tre normaltilstande: den vågne tilstand (jagrat), drømmetilstanden (svapna) og den drømmeløse søvn (suśupti). I modsætning til disse antages den fjerde tilstand her at være en transcendental tilstand, hvor yogien erkender sin sande natur som ren uforgængelig bevidsthed. Ved at opnå den fjerde tilstand bliver yogien en jīvanmukta, en 'levende udfriet', dvs. en yogi, der har opnået oplysning og udfrielse i verden og ikke fra verden.",NA,NA
"4","49","अभ्यसेत्खेचरीं तावद्यावत्स्याद्योगनिद्रितः ।
सम्प्राप्तयोगनिद्रस्य कालो नास्ति कदाचन ॥४९॥","abhyaset khecarīṃ tāvad yāvat syād yoganidritaḥ |
samprāptayoganidrasya kālo nāsti kadācana || 4.49 ||","[4.49] Så længe Khecarī praktiseres, finder den yogiske søvn sted.
Tiden eksisterer ikke for den, der befinder sig i den yogiske
søvn.[^200]","[4.49] The Khecharī should be practised till there is Yoga-nidrā (Samādhi). One who has induced Yoga-nidrā, cannot fall a victim to death.","[^200]: Yoganidrā, 'yogisk søvn'. Begrebet antages at referere til en tilstand, hvor yogien er halvt sovende og halvt mediterende, men i fuld besiddelse af sine kognitive egenskaber.",NA,NA
"4","50","निरालम्बं मनः कृत्वा न किञ्चिदपि चिन्तयेत् ।
स बाह्याभ्यन्तरे व्योम्नि घटवत्तिष्ठति ध्रुवम् ॥५०॥","nirālambaṃ manaḥ kr̥tvā na kiñcid api cintayet |
sa bāhyābhyantare vyomni ghaṭavat tiṣṭhati dhruvam || 4.50 ||","[4.50] Yogien bør gøre sindet selvberoende og ikke tænke på noget som
helst; han forbliver ubevægelig som en krukke med tomrum indeni og
udenfor.","[4.50] Freeing the mind from all thoughts and thinking of nothing, one should sit firmly like a pot in the space (surrounded and filled with the ether).",NA,NA,NA
"4","51","बाह्यवायुर्यथा लीनस्तथा[^201] मध्यो न संशयः ।
स्वस्थाने स्थिरतामेति पवनो मनसा सह ॥५१॥","bāhyavāyur yathā līnas tathā madhyo na saṃśayaḥ |
svasthāne sthiratām eti pavano manasā saha || 4.51 ||","[4.51] Ligesom det ydre åndedræt er stilnet, ligeså er det indre.
Herom er der ingen tvivl. Åndedrættet opnår ro sammen med sindet i sit
eget opholdssted.","[4.51] As the air, in and out of the body, remains unmoved, so the breath with mind becomes steady in its place (i.e., in Brahma randhra).",NA,NA,"[^201]: Her følger vi GRETIL og kommentaren i Lonāvla-udgaven og læser thatā som tathā."
"4","52","एवमभ्यसमानस्य वायुमार्गे दिवानिशम् ।
अभ्यासाज्जीर्यते वायुर्मनस्तत्रैव लीयते ॥५२॥","evam abhyasamānasya[^202] vāyumārge divāniśam |
abhyāsāj jīryate vāyur manas tatraiva līyate || 4.52 ||","[4.52] På denne måde opløses åndedrættet i den praktiserendes luftvej
ved praksis dag og nat; på samme måde opløses sindet.","[4.52] By thus practising, night and day, the breathing is brought under control, and, as the practice increases, the mind becomes calm and steady.",NA,"[^202]: GRETIL og Akers har varianten abhyasyatas tasya i stedet for abhyasamānasya, men betydningen er den samme (""den praktiserendes"").",NA
"4","53","अमृतैः प्लावयेद्देहमापादतलमस्तकम् ।
सिद्ध्यत्येव महाकायो महाबलपराक्रमः ॥५३॥","amr̥taiḥ plāvayed deham āpādatalamastakam |
siddhyaty eva mahākāyo mahābalaparākramaḥ || 4.53 ||","[4.53] Yogien bør oversvømme kroppen fra top til tå med amr̥ta.[^203]
Herved opnås en stor, stærk og heroisk krop.","[4.53] By rubbing the body over with Amrita (exuding from the moon), from head to foot, one gets Mahākāyā, i.e., great strength and energy.","[^203]: Amr̥ta er beslægtet med det oldgræske ord ambrosia (ἀμβροσία, 'udødelighed, gudernes føde'), men amr̥ta er i en indisk kontekst flydende, hvorfor det er mere nærliggende at tale om en indre nektar eller udødelighedseliksir.",NA,NA
"4","54","शक्तिमध्ये मनः कृत्वा शक्तिं मानसमध्यगाम् ।
मनसा मन आलोक्य धारयेत्परमं पदम् ॥५४॥","śaktimadhye manaḥ kr̥tvā śaktiṃ mānasamadhyagām |
manasā mana ālokya dhārayet paramaṃ padam || 4.54 ||","[4.54] Gør sindet til fokus for śakti og śakti bliver fokus for
sindet. Iagttag sindet med sindet og meditér på det højeste stadie.","[4.54] Placing the mind into the Kuṇḍalini, and getting the latter into the mind, by looking upon the Buddhi (intellect) with mind (reflexively), the Param Pada (Brahma) should be obtained.",NA,NA,NA
"4","55","खमध्ये कुरु चात्मानमात्ममध्ये च खं कुरु ।
सर्वं च खमयं कृत्वा न किञ्चिदपि चिन्तयेत् ॥५५॥","khamadhye kuru cātmānam ātmamadhye ca khaṃ kuru |
sarvaṃ ca khamayaṃ kr̥tvā na kiñcid api cintayet || 4.55 ||","[4.55] Gør selvet til tomrummets fokus og tomrummet til selvets fokus.
Når alt er omdannet til tomrum, bør man ikke tænke på noget som helst.","[4.55] Keep the ātmā inside the Kha (Brahma) and place Brahma inside your ātmā. Having made everything pervaded with Kha (Brahma), think of nothing else.",NA,NA,NA
"4","56","अन्तः शून्यो बहिः शून्यः शून्यः कुम्भ इवाम्बरे ।
अन्तः पूर्णो बहिः पूर्णः पूर्णः कुम्भ इवार्णवे ॥५६॥","antaḥ śūnyo bahiḥ śūnyaḥ śūnyaḥ kumbha ivāmbare |
antaḥ pūrṇo bahiḥ pūrṇaḥ pūrṇaḥ kumbha ivārṇave || 4.56 ||","[4.56] Tom indeni, tom udenfor, ligesom en tom krukke i luften.
Fuld indeni, fuld udenfor, ligesom en fuld krukke i havet.","[4.56] One should become void in and void out, and voice like a pot in the space. Full in and full outside, like a jar in the ocean.",NA,NA,NA
"4","57","बाह्यचिन्ता न कर्तव्या तथैवान्तरचिन्तनम् ।
सर्वचिन्तां परित्यज्य न किञ्चिदपि चिन्तयेत् ॥५७॥","bāhyacintā na kartavyā tathaivāntaracintanam |
sarvacintāṃ parityajya na kiñcid api cintayet || 4.57 ||","[4.57] Tænk ikke på det ydre, ej heller på det indre. Man bør forsage
alle tanker og ikke tænke på noget som helst.","[4.57] He should be neither of his inside nor of outside world; and, leaving all thoughts, he should think of nothing.",NA,NA,NA
"4","58","सञ्कल्पमात्रकलनैव जगत्समग्रम्
सञ्कल्पमात्रकलनैव मनोविलासः ।
सञ्कल्पमात्रमतिमुत्सृज निर्विकल्पम्
आश्रित्य निश्चयवाप्नुहि राम शान्तिम् ॥५८॥","saṅkalpamātrakalanaiva jagat samagram
saṅkalpamātrakalanaiva manovilāsaḥ |
saṅkalpamātramatim utsr̥ja nirvikalpam
āśritya niścayam avāpnuhi rāma śāntim || 4.58 ||","[4.58] Hele verden er frembragt alene af tanker og intentioner.[^204]
Sindets leg er frembragt alene af tanker og intentioner. Afstå uden
tøven fra sindets tanker og intentioner, tag tilflugt til det
uforanderlige og opnå indre ro, oh Rāma![^205]","[4.58] The whole of this world and all the schemes of the mind are but the creations of thought. Discarding these thoughts and taking leave of all conjectures, O Rāma! obtain peace.","[^204]: Med saṅkalpa er der tale om en tanke, forestilling eller rituel hensigtserklæring, som er affødt af en intention i hjertet eller sindet. En mere ordret oversættelse af saṅkalpamātrakalanā kunne lyde: 'tankeintentionernes samlede sum'.
[^205]: Rāma er den syvende avatar (manifestation) af guden Viṣṇu og tillige en af de mest populære avatarer sammen med guden Kṛṣṇa. I nogle sammenhænge bruges ordet Rāma som en reference til den højeste Gud. Rāma er hovedpersonen i det episke digt Rāmāyaṇa (o. 400 f.v.t.), som danner grundlag for den indiske heroisme (vīryamārga) sammen med Mahābhārata-eposet og det filosofiske læredigt Bhagavadgītā. Vokativen kan derfor både referere til Gud og/eller referere til yogien som en 'helt' (vīra) ved at adressere ham som Rāma.",NA,NA
"4","59","कर्पूरमनले यद्वत्सैन्धवं सलिले यथा ।
तथा सन्धीयमानं च मनस्तत्त्वे विलीयते ॥५९॥","karpūram anale yadvat saindhavaṃ salile yathā |
tathā sandhīyamānaṃ ca manas tattve vilīyate || 4.59 ||","[4.59] Som kamfer i ild og salt i vand vil sindet opløses i mødet med
det virkelige.","[4.59] As camphor disappears in fire, and rock salt in water, so the mind united with the ātmā loses its identity.",NA,NA,NA
"4","60","ज्ञेयं सर्वं प्रतीतं च ज्ञानं च मन उच्यते ।
ज्ञानं ज्ञेयं समं नष्टं नान्यः पन्था द्वितीयकः ॥६०॥","jñeyaṃ sarvaṃ pratītaṃ ca jñānaṃ ca mana ucyate |
jñānaṃ jñeyaṃ samaṃ naṣṭaṃ nānyaḥ panthā dvitīyakaḥ || 4.60 ||","[4.60] Både det erkendbare, det erkendte og erkendelsen selv siges at
være sindet. Når erkendelse og det erkendbare går til grunde, så er der
ingen anden vej.","[4.60] When the knowable, and the knowledge, are both destroyed equally, then there is no second way (i.e., Duality is destroyed).",NA,NA,NA
