"photo","chapter","verse","transliteration_with_image_change","transliteration","notes_parallels","notes_collation","translation_english","notes_sanskrit","notes_translation"
"ochs_000_000_002_amrtesatantram_000_023.jpg","5","5-8","pavitrāhāranirato laghvāśī saṃyateṃdritaḥ ekānte puṇyakṣetre tu tīrthāyatanagocare // 5 // sarvasaṅgaṅkṣitamanāḥ sādhako japam ārabhet lakṣam ekaṃ japen mantrī pūrvam eva samāhitaḥ // 6 // tena sāmānyakarmāṇi siddhyante sādhakasya tu bhaumīṃ siddhim avāpnoti daśalakṣajapena tu // 7 // antarīkṣāṃ labhet siddhi[ṃ] lakṣapañcāśatau dhruvam divyāṃ siddhim tu labhate sādhako nātra saṃśayaḥ // 8 //","pavitrāhāranirato laghvāśī saṃyateṃdritaḥ ekānte puṇyakṣetre tu tīrthāyatanagocare // 5 // sarvasaṅgaṅkṣitamanāḥ sādhako japam ārabhet lakṣam ekaṃ japen mantrī pūrvam eva samāhitaḥ // 6 // tena sāmānyakarmāṇi siddhyante sādhakasya tu bhaumīṃ siddhim avāpnoti daśalakṣajapena tu // 7 // antarīkṣāṃ labhet siddhi[ṃ] lakṣapañcāśatau dhruvam divyāṃ siddhim tu labhate sādhako nātra saṃśayaḥ // 8 //",NA,NA,"5.5-8. The practitioner whose mind is free from all attachment, whose senses are controlled, whose desire is slight, who delights in wearing the sacred thread, should begin repetition in a solitary place, in a holy place, in a place of pilgrimage. The focussed practitioner of mantra should repeat [it] a hundred thousand times, by that he accomplishes the collective rites and the Sādhaka achieves worldly powers. But with a million repetitions he achieves atmospheric powers [and] certainly with ve million the Sādhaka attains divine powers, in this there is no doubt.",NA,NA
"ochs_000_000_002_amrtesatantram_000_023.jpg","5","9-10","yathā koṭijakṛter japyair īśvarī[ṃ] siddhim āvahet vyāpakas tu śivo bhūtvā nigrahānugrahakṣamaḥ // 9 // yathecchāṃ kurute sarvāṃ dhārayet saṃhared bhṛśam sarvagas sarvavettā ca sarvajñe bhavati dhruvam // 10 //","yathā koṭijakṛter japyair īśvarī[ṃ] siddhim āvahet vyāpakas tu śivo bhūtvā nigrahānugrahakṣamaḥ // 9 // yathecchāṃ kurute sarvāṃ dhārayet saṃhared bhṛśam sarvagas sarvavettā ca sarvajñe bhavati dhruvam // 10 //",NA,NA,"5.9-10. Then with ten million repetitions he may attain lordly powers . Having become Śiva, all pervading, after repeating the [mantra] ten million times, he may achieve lordly perfec- tion. Having become all pervading Śiva, [he will] be t for the grace that holds fast. He creates whatever his desire, he supports all, he draws in strength, and is all pervading, om- nipotent, and all knowing.",NA,NA
"ochs_000_000_002_amrtesatantram_000_023.jpg","6","1-3","ṣaṣṭho 'dhikāraḥ śrīdevy uvāca śrutaṃ mayā mahādeva mṛtyujit siddhimokṣadaṃ adhunā śrotum icchāmi siddhitrayasamanvitam // 1 // amṛtīśaṃ mahātmānaṃ sarvaprāṇiṣu jīvanaṃ yadā siddhiprado loke mānuṣāṇāṃ hitaṃ karam // 2 // pūrvoktaduṣṭaśamanam apamṛtyuvināśanam āpyāyanaṃ śarīrasya śāntipuṣṭipradaṃ śubham // 3 //","ṣaṣṭho 'dhikāraḥ śrīdevy uvāca śrutaṃ mayā mahādeva mṛtyujit siddhimokṣadaṃ adhunā śrotum icchāmi siddhitrayasamanvitam // 1 // amṛtīśaṃ mahātmānaṃ sarvaprāṇiṣu jīvanaṃ yadā siddhiprado loke mānuṣāṇāṃ hitaṃ karam // 2 // pūrvoktaduṣṭaśamanam apamṛtyuvināśanam āpyāyanaṃ śarīrasya śāntipuṣṭipradaṃ śubham // 3 //",NA,NA,"The Goddess spoke, 6.1-3. O Great God, I have heard about the Conqueror of Death [mantra] that bestows lib- eration and powers. Now I want to hear about the Amṛtīśa, the great souled one, the life in all living beings, associated with three powers,1 who gives success in the world, who creates welfare for men, who appeases wicked powers [as you have] previously said, the destroyer of premature death, satisfying, auspicious, who gives nourishment and tranquility to the body. The Lord spoke,",NA,NA
"ochs_000_000_002_amrtesatantram_000_023.jpg","6","4","śrībhairava uvāca śrūyatāṃ saṃpravakṣyāmi rahasyaṃ paramādbhutam yathā taranti manujā[ḥ] duḥkhodadhipariplutā[ḥ] // 4 //","śrībhairava uvāca śrūyatāṃ saṃpravakṣyāmi rahasyaṃ paramādbhutam yathā taranti manujā[ḥ] duḥkhodadhipariplutā[ḥ] // 4 //",NA,NA,"6.4. Listen. I will explain the secret, great wonder whereby men drowning in the ocean of suﬀering cross over.",NA,NA
"ochs_000_000_002_amrtesatantram_000_024.jpg","6","5-6","apamṛtyuśatākrāntā janā dāridryasaṃyutā ādhivyādhibhayodvignāḥ pāpaughair vinipīḍitāḥ // 5 // mucyante tu yathā sarve pūrvoktair māraṇaiḥ pṛye/ trividhaṃ tad upāyaṃ tu sthūlaṃ sūkṣmaṃ paraṃ ca yat // 6 //","apamṛtyuśatākrāntā janā dāridryasaṃyutā ādhivyādhibhayodvignāḥ pāpaughair vinipīḍitāḥ // 5 // mucyante tu yathā sarve pūrvoktair māraṇaiḥ pṛye/ trividhaṃ tad upāyaṃ tu sthūlaṃ sūkṣmaṃ paraṃ ca yat // 6 //",NA,NA,"6.5-6. Poor people attacked by hundreds of premature deaths, terri ed by anxiety, disease and danger, are oppressed by oods of sin, but all are freed from those killers previously spoken of, O beloved, [through] three kinds of method: gross, subtle and supreme.",NA,NA
"ochs_000_000_002_amrtesatantram_000_024.jpg","6","7","sthūlaṃ ca yajanaṃ homaṃ japadhyānaṃ samaudrakam mantrāṇi saṃpuṭādīni mantrarāṭ kurute bhṛśam // 7 //","sthūlaṃ ca yajanaṃ homaṃ japadhyānaṃ samaudrakam mantrāṇi saṃpuṭādīni mantrarāṭ kurute bhṛśam // 7 //",NA,NA,"6.7. The king of mantras powerfully creates the gross [method that comprises] ritual, re oﬀering, mantra repetition and meditation accompanied by gestures, the framing mantras and so on.",NA,NA
"ochs_000_000_002_amrtesatantram_000_024.jpg","6","8","sūkṣmaṃ cakrādiyogena kalānāḍyādayena ca / paraṃ sarvātmakaṃ devaṃ mokṣadaṃ mṛtyujid bhavet // 8 //","sūkṣmaṃ cakrādiyogena kalānāḍyādayena ca / paraṃ sarvātmakaṃ devaṃ mokṣadaṃ mṛtyujid bhavet // 8 //",NA,NA,"6.8. The subtle [method] is by the practice of the centres of the body and so on, and by the arising of the channels and powers. The supreme [method] is God who bestows liberation, the essence of all, [whereby] one becomes the conqueror of death.",NA,NA
"ochs_000_000_002_amrtesatantram_000_024.jpg","6","9-10ab","yadā mṛtyubhayāghrātaṃ kālena kalitaṃ priye dṛṣṭas tatpratighānārtham amṛteśaṃ yajet tadā // 9 // sarvaśvetopacāreṇa pūrvoktena vidhanataḥ","yadā mṛtyubhayāghrātaṃ kālena kalitaṃ priye dṛṣṭas tatpratighānārtham amṛteśaṃ yajet tadā // 9 // sarvaśvetopacāreṇa pūrvoktena vidhanataḥ",NA,NA,"6.9-10ab. O beloved, when one perceives a feeling of the fear of [premature] death [or one is] impelled by time, then [the practitioner] should worship the Deathless Lord [mantra] whose purpose is the prevention of that, by the method previously spoken about, a prac- tice using all white [materials] .",NA,NA
"ochs_000_000_002_amrtesatantram_000_024.jpg","6","10cd-11ab","yasya nāmaṃ samudiśya pūjayen mṛtyujid vibhuḥ // 10 // mṛtyor uttarate śīghraṃ satyaṃ me nānṛtaṃ vacaḥ","yasya nāmaṃ samudiśya pūjayen mṛtyujid vibhuḥ // 10 // mṛtyor uttarate śīghraṃ satyaṃ me nānṛtaṃ vacaḥ",NA,NA,"6.10cd-11ab. Having written the name [of the person to be protected, the practitioner] should worship the Lord Conqueror of Death [which] swiftly snatches [the person] from death. Truly, I do not lie.",NA,NA
"ochs_000_000_002_amrtesatantram_000_024.jpg","6","11cd-12","sitaśarkarayā yukto ghṛtakṣīraplutais tilaiḥ // 11 // puṇyadārvindhane vahnau kuṇḍe vṛtte trimekhale / mahārakṣāvidhānena yasyanāmāṅkito hunet // 12 //","sitaśarkarayā yukto ghṛtakṣīraplutais tilaiḥ // 11 // puṇyadārvindhane vahnau kuṇḍe vṛtte trimekhale / mahārakṣāvidhānena yasyanāmāṅkito hunet // 12 //",NA,NA,"6.11cd-12. [One should oﬀer oblation] with white sugar accompanied by sesamum soaked in clari ed butter and milk, into a re with kindling of pure wood, in a round re-pit [sur- rounded] with three girdles. With this method of great protection one should make the oﬀering for [the person] designated by his name.",NA,NA
"ochs_000_000_002_amrtesatantram_000_025.jpg","6","13","mahāśāktir bhavet kṣipraṃ gatasyāpi yam ālayam / athavā śarkarāyuktaṃ payasā kevalena tu // 13 //","mahāśāktir bhavet kṣipraṃ gatasyāpi yam ālayam / athavā śarkarāyuktaṃ payasā kevalena tu // 13 //",NA,NA,"6.13. [Another method is] having gone to the [mantra] for support, the [person to be cured] will quickly become the Great Power simply by [oﬀering] milk with sugar.",NA,NA
"ochs_000_000_002_amrtesatantram_000_025.jpg","6","14","homān mṛtyuṃ jayec chīghraṃ mṛtyunjin nātra saṃśayaḥ / sugandhaghṛtahomena kṣīravṛkṣamaye'nale // 14 //","homān mṛtyuṃ jayec chīghraṃ mṛtyunjin nātra saṃśayaḥ / sugandhaghṛtahomena kṣīravṛkṣamaye'nale // 14 //",NA,NA,"6.14. [A further method is] The Conqueror of Death [mantra] quickly conquerors death due to the oblation, in this there is no doubt, with an oblation of sweet smelling ghee in a re made of milk tree wood.",NA,NA
"ochs_000_000_002_amrtesatantram_000_025.jpg","6","15","juhuyān nāśayen mṛtyuṃ mṛtyujin nātra saṃśayaḥ / kṣīravṛkṣasamiddhomāj jvaraṃ nāśayate kṣaṇāt // 15 //","juhuyān nāśayen mṛtyuṃ mṛtyujin nātra saṃśayaḥ / kṣīravṛkṣasamiddhomāj jvaraṃ nāśayate kṣaṇāt // 15 //",NA,NA,"6.15. The Conqueror of Death [mantra] will destroy death without doubt; one should wor- ship [with it and accompanied by] the oﬀering of wood from the milk tree; fever is destroyed in an instant.",NA,NA
"ochs_000_000_002_amrtesatantram_000_025.jpg","6","16","tilataṇḍulam ākṣīka ājyaṃ kṣīrasamanvitam / eṣa pañcāmṛto homa[ḥ] sarvaduṣṭanivāraṇaṃ // 16 //","tilataṇḍulam ākṣīka ājyaṃ kṣīrasamanvitam / eṣa pañcāmṛto homa[ḥ] sarvaduṣṭanivāraṇaṃ // 16 //",NA,NA,"6.16. To destroy all impurity [one must make] a sacri ce of ve ingredients [nectars], sesa- mum, rice, honey, clari ed butter, and milk.",NA,NA
"ochs_000_000_002_amrtesatantram_000_025.jpg","6","17","guggulāṅ gulikābhiś ca tryaktāś ca śakramātrayā/ homāt puṣṭir bhavaty āśukṣīṇadehasya suvrate // 17 //","guggulāṅ gulikābhiś ca tryaktāś ca śakramātrayā/ homāt puṣṭir bhavaty āśukṣīṇadehasya suvrate // 17 //",NA,NA,"6.17. The emaciated body will be nourished, O one observing the vow, from the re obla- tion, by being smeared with three kinds of balls of fragrant resin, merely [the size of] a chick pea.",NA,NA
"ochs_000_000_002_amrtesatantram_000_025.jpg","6","18","yadā vyādhiśākīrṇā hy abalo dṛśyate naraḥ / tadā tu sampuṭīkṛtya nāma japtvā vimucyate // 18 //","yadā vyādhiśākīrṇā hy abalo dṛśyate naraḥ / tadā tu sampuṭīkṛtya nāma japtvā vimucyate // 18 //",NA,NA,"6.18. If a weak man lled with a hundred diseases is looked after, then after repeating his name framed [by the netra mantra], he will be freed.",NA,NA
"ochs_000_000_002_amrtesatantram_000_026.jpg","6","19","yaṃ yaṃ mantraṃ japed vidvān amṛtīśena saṃpuṭam / satasya siddhyate kṣipraṃ bhāgya hīno'pi yo bhavet // 19 //","yaṃ yaṃ mantraṃ japed vidvān amṛtīśena saṃpuṭam / satasya siddhyate kṣipraṃ bhāgya hīno'pi yo bhavet // 19 //",NA,NA,"6.19. Even though by itself ineﬀective, whatever mantra the wise man repeats framed by the Lord of Immortality [mantra], with that he will quickly achieve success.",NA,NA
"ochs_000_000_002_amrtesatantram_000_026.jpg","6","20","kṣīṇagātrasya deveśi bheṣajaṃ mantrasaṃpuṭam / dīyate tatkṣaṇād devi sa puṣṭiṃ labhate balī // 20 //","kṣīṇagātrasya deveśi bheṣajaṃ mantrasaṃpuṭam / dīyate tatkṣaṇād devi sa puṣṭiṃ labhate balī // 20 //",NA,NA,"6.20. The framing mantra which is a remedy is given for the emaciated body, O Goddess. The strong one obtains nourishment O Goddess, in an instant.",NA,NA
"ochs_000_000_002_amrtesatantram_000_026.jpg","6","21","hṛtpadmamadhyagaṃ jīvaṃ candrasampuṭamadhyagam / sādyarṇarodhitaṃ kṛtvā mṛtyur uttarate bhṛśam // 21 //","hṛtpadmamadhyagaṃ jīvaṃ candrasampuṭamadhyagam / sādyarṇarodhitaṃ kṛtvā mṛtyur uttarate bhṛśam // 21 //",NA,NA,"6.21. Enclosing the soul [of the sick person] with the letters beginning with SA, [the practi- tioner should x it] in the lotus of the heart, framed by the moon [the anusvāra], [then the soul] is securely delivered from death.",NA,NA
"ochs_000_000_002_amrtesatantram_000_026.jpg","6","22","sādyarṇarodhitaṃ nityaṃ dhyāyed dehaṃ sayogavit / sarvavyādhivinirmukto sa bhaven nātra saṃśayaḥ // 22 //","sādyarṇarodhitaṃ nityaṃ dhyāyed dehaṃ sayogavit / sarvavyādhivinirmukto sa bhaven nātra saṃśayaḥ // 22 //",NA,NA,"6.22. One with knowledge of yoga should always meditate on the body enclosed by the let- ters beginning with SA. He will be freed from all disease, without doubt.",NA,NA
"ochs_000_000_002_amrtesatantram_000_026.jpg","6","23-25ab","kṣīrodamasthapadmasthaṃ amṛtormibhir ākulam / ūrdhvādhaḥśaktiruddhaṃ tu sādyarṇasaṃpuṭīkṛtam // 23 // yo dhyāyati sadṛṣṭātmā hy ātmanasya parasya vā/ sa bāhyābhyantaraṃ śubhraṃ svadhāpūritavigrahaṃ // 24 // anudvignamanāyaś ca sarvarogaiḥ pramucyate /","kṣīrodamasthapadmasthaṃ amṛtormibhir ākulam / ūrdhvādhaḥśaktiruddhaṃ tu sādyarṇasaṃpuṭīkṛtam // 23 // yo dhyāyati sadṛṣṭātmā hy ātmanasya parasya vā/ sa bāhyābhyantaraṃ śubhraṃ svadhāpūritavigrahaṃ // 24 // anudvignamanāyaś ca sarvarogaiḥ pramucyate /",NA,NA,"6.23-25ab. [The practitioner imagines the person to be cured] in the middle of a lotus in the milky ocean, splashed by waves of nectar, held by power above and below, [his name] framed [as before by the mantra] beginning with the letter SA. That manifested soul medi- tates the radiant body of himself or the other, lled with its own power inside and outside, and considering [himself] free from apprehension, he is freed from all diseases.",NA,NA
"ochs_000_000_002_amrtesatantram_000_026.jpg","6","25cd-26","rocanākuṅkumenaiva kṣīreṇa ca samanvita[ḥ] // 25 // sitapadme'ṣṭapatre tu madhyasārdyaṃ nirodhitaḥ / sarvavyādhiparākrāntaṃ candramaṇḍalaveṣṭitam // 26 //","rocanākuṅkumenaiva kṣīreṇa ca samanvita[ḥ] // 25 // sitapadme'ṣṭapatre tu madhyasārdyaṃ nirodhitaḥ / sarvavyādhiparākrāntaṃ candramaṇḍalaveṣṭitam // 26 //",NA,NA,"6.25cd-26. With [ink made from] orpiment, saﬀron, and milk [the name of the person] as- sailed by all diseases is [written] in the middle of a white, eight petalled lotus, enclosed by the letters beginning with SA [and] concluded with the circle of the moon [the anusvāra].",NA,NA
"ochs_000_000_002_amrtesatantram_000_027.jpg","6","27","catuṣkoṇe parākrānto vajrabhṛdvajrarodhitaḥ / mucyate nātra saṃdeho sarvavyādhiprapīḍitaḥ // 27 //","catuṣkoṇe parākrānto vajrabhṛdvajrarodhitaḥ / mucyate nātra saṃdeho sarvavyādhiprapīḍitaḥ // 27 //",NA,NA,"6.27. [The practitioner] attends [to drawing] a square containing the sign of a vajra, marked by a vajra; the one aﬄicted by all diseases is freed without doubt.",NA,NA
"ochs_000_000_002_amrtesatantram_000_027.jpg","6","28-29","ṣoḍaśāre mahāpadme ṣoḍaśasvarabhūṣite / ādyantamantrarodhena sādyanāmaṃ vilekhayet // 28 // jīvāntaṃ sāntamadhyasthaṃ varṇāntāṃ tena rakṣitam/ pratyarṇam amṛtīśena saṃpuṭitvā tu sarvataḥ // 29 //","ṣoḍaśāre mahāpadme ṣoḍaśasvarabhūṣite / ādyantamantrarodhena sādyanāmaṃ vilekhayet // 28 // jīvāntaṃ sāntamadhyasthaṃ varṇāntāṃ tena rakṣitam/ pratyarṇam amṛtīśena saṃpuṭitvā tu sarvataḥ // 29 //",NA,NA,"6.28-29. [Another method is that] he should write the name [of the patron framed] by the letters SA and so on, with the mantra beginning with A, on a large lotus with sixteen [petals] containing sixteen vowels. The last letter [KṢA] is placed in the middle after SA at the end of the [name of] the soul [to be protected] having framed the letter [of the patron's name] on all sides with the Lord of Immortality [mantra]. In this way he is protected.",NA,NA
"ochs_000_000_002_amrtesatantram_000_027.jpg","6","30-31","madhye daleṣu sarveṣu śaśimaṇḍalamadhyagam / bāhye tu dviguṇaṃ padmaṃ kādisāntaṃ krameṇa tu // 30 // pūrvavat tu likhen mantrī pratisādyarṇarodhitam / varṇe tad anusādhyasya nāma bāhye 'rkamaṇḍalam // 31 //","madhye daleṣu sarveṣu śaśimaṇḍalamadhyagam / bāhye tu dviguṇaṃ padmaṃ kādisāntaṃ krameṇa tu // 30 // pūrvavat tu likhen mantrī pratisādyarṇarodhitam / varṇe tad anusādhyasya nāma bāhye 'rkamaṇḍalam // 31 //",NA,NA,"6.30-31. [He should write] in the middle of the circle of the moon, in the middle of all petals, and on the outside a double lotus with [the letters] in due order from KA to SA.2 But as be- fore, the Mantrin should write the name of the one to be protected enclosed by the letters beginning with SA. On the outside [of that circle] is the circle of the sun.",NA,NA
"ochs_000_000_002_amrtesatantram_000_027.jpg","6","32","purandarapure paścāt samantāt parivārayet/ śvetacandanayuktāyā rocanākṣīrayuktayā // 32 //","purandarapure paścāt samantāt parivārayet/ śvetacandanayuktāyā rocanākṣīrayuktayā // 32 //",NA,NA,"6.32. After that he should construct a square diagram [marked by the sign of thunder] en- tirely with white camphor, orpiment and milk.",NA,NA
"ochs_000_000_002_amrtesatantram_000_027.jpg","6","33","likhitvā mantrarājānaṃ karpūrakṣodadhūsaram/ mahārakṣāvidhānaṃ tu sukhasaubhāgyadāyakam // 33 //","likhitvā mantrarājānaṃ karpūrakṣodadhūsaram/ mahārakṣāvidhānaṃ tu sukhasaubhāgyadāyakam // 33 //",NA,NA,"6.33. Having written the king of mantras [with] grey powdered camphor, it bestows good fortune and happiness and gives great protection.",NA,NA
"ochs_000_000_002_amrtesatantram_000_027.jpg","6","34","etac cakraṃ mahādevi sitapuṣpaiḥ prapūjayet / sarvaśvetopacāreṇa madhumadye nidhāpayet // 34 //","etac cakraṃ mahādevi sitapuṣpaiḥ prapūjayet / sarvaśvetopacāreṇa madhumadye nidhāpayet // 34 //",NA,NA,"6.34. One should worship this ritual circle, O Great Goddess, with white owers. One should oﬀer mead [along] with ingredients that are entirely white.",NA,NA
"ochs_000_000_002_amrtesatantram_000_028.jpg","6","35","anenaiva vidhānena saptāhān mṛtyujid bhavet / rājarakṣāvidhānaṃ tu bhūbhṛtām aprakāśayet // 35 //","anenaiva vidhānena saptāhān mṛtyujid bhavet / rājarakṣāvidhānaṃ tu bhūbhṛtām aprakāśayet // 35 //",NA,NA,"6.35. By this method one becomes the conqueror of death in seven days. [Thus the practi- toner] should illuminate the method for the protection of the mighty king.",NA,NA
"ochs_000_000_002_amrtesatantram_000_028.jpg","6","36","saṃgrāmakāle varadaṃ ṛpudarpāpahaṃ bhavet / śivādinavatattvābhi[ḥ] pratyekaṃ śaśimaṇḍale // 36 //","saṃgrāmakāle varadaṃ ṛpudarpāpahaṃ bhavet / śivādinavatattvābhi[ḥ] pratyekaṃ śaśimaṇḍale // 36 //",NA,NA,"6.36. At the time of war [Śiva] will give a boon which destroys the pride of the enemy. [The practitoner] should [visualise] the nine categories one by one, beginning with Śiva,3 in the circle of the moon.",NA,NA
"ochs_000_000_002_amrtesatantram_000_028.jpg","6","37-38","madhye pūrvādim īśāntam amṛtīśena mantravit / yadā vyādhiśatākrāntā apamṛtyubhir eva ca // 37 // tadā śvetopacāreṇa pūjyaṃ kṣīraghṛtena ca/ tilaiḥ kṣīrasamidbhir vā homāc chāntiṃ samaśnute // 38 //","madhye pūrvādim īśāntam amṛtīśena mantravit / yadā vyādhiśatākrāntā apamṛtyubhir eva ca // 37 // tadā śvetopacāreṇa pūjyaṃ kṣīraghṛtena ca/ tilaiḥ kṣīrasamidbhir vā homāc chāntiṃ samaśnute // 38 //",NA,NA,"6.37-38. With the Lord of Immortality [mantra] the knower of mantra [should write] begin- ning with the rst [category, Śiva] in the middle [of the lotus] and ending with Īśvara. When overwhelmed by a hundred diseases and premature deaths, then [the practitioner] should worship with white ingredients, with milk and ghee, with sesamum or with milk wood [in this way] he will attain peace due to the re ritual.",NA,NA
"ochs_000_000_002_amrtesatantram_000_028.jpg","6","39-40","evaṃ saṃpūjya kumbhe tu sarvauṣadhisamanvitaḥ / sitagarbhamaye śubhre ratnagarbhāṃbupūrite // 39 // sarvamaṅgalaghoṣeṇa śirasi hy abhiṣecayet / sa mucyate na saṃdeho sarvavyādhiprapīḍitaḥ // 40 //","evaṃ saṃpūjya kumbhe tu sarvauṣadhisamanvitaḥ / sitagarbhamaye śubhre ratnagarbhāṃbupūrite // 39 // sarvamaṅgalaghoṣeṇa śirasi hy abhiṣecayet / sa mucyate na saṃdeho sarvavyādhiprapīḍitaḥ // 40 //",NA,NA,"6.39-40. [With another method] after oﬀering all medicines in a pot lled with precious jewels, radiant and bright, [the practitioner] should perform the ritual ablution on the head [of the person to be cured] with a very auspicious sound. The one oppressed by many dis- eases will be freed without doubt.",NA,NA
"ochs_000_000_002_amrtesatantram_000_028.jpg","6","41-42","dhyātvā parāmṛtaṃ nityaṃ nityoditam anāmayam/ prakṛyāntas samamṛtam avatārya parāśivāt // 41 // caturnavāmṛtādhāra[ṃ] navadhā navapūritam/ śatārdhakṣobhitā nityaṃ ṣaṭpañcaikasamanvitam // 42 //","dhyātvā parāmṛtaṃ nityaṃ nityoditam anāmayam/ prakṛyāntas samamṛtam avatārya parāśivāt // 41 // caturnavāmṛtādhāra[ṃ] navadhā navapūritam/ śatārdhakṣobhitā nityaṃ ṣaṭpañcaikasamanvitam // 42 //",NA,NA,"6. 41-42. Meditating upon [the pot of water as] the highest nectar, eternal, eternally arisen, free from disease, the nectar having descended from supreme Śiva to the end of the [cos- mological] system, [the practitioner should visualise it] as holding nectar [containing all the elements of the universe, namely] the thirty six [categories], the nine ways, being lled with nine [phonemes of the padādhvan], with fty [letters], with the six [aṅga mantras], ve [brahma mantras], and one [mūla mantra]. 4",NA,NA
"ochs_000_000_002_amrtesatantram_000_028.jpg","6","43","anantādhāragambhīram aṣṭātriṃśadvibhūṣitam/ pañcabhir vā prasiddhyarthaṃ pūrṇantena niruttaram // 43 //","anantādhāragambhīram aṣṭātriṃśadvibhūṣitam/ pañcabhir vā prasiddhyarthaṃ pūrṇantena niruttaram // 43 //",NA,NA,"6.43. [The vessel for consecration] is deep and boundless, decorated with thirty eight [cate- gories], or lled with ve [categories] for the unsurpassable purpose of [attaining] powers.",NA,NA
"ochs_000_000_002_amrtesatantram_000_029.jpg","6","44-45","evaṃ dhyānaparo yas tu sabāhyābhyantarāmṛtam / vikṣobhya kalaśaṃ mūrdhni daiśiko mantratatparaḥ // 44 // anugrahasadāvasthas tv abhiṣiñcet prayatnataḥ / sa mucyate na sandeho saṃsārād duratikramāt // 45 //","evaṃ dhyānaparo yas tu sabāhyābhyantarāmṛtam / vikṣobhya kalaśaṃ mūrdhni daiśiko mantratatparaḥ // 44 // anugrahasadāvasthas tv abhiṣiñcet prayatnataḥ / sa mucyate na sandeho saṃsārād duratikramāt // 45 //",NA,NA,"6.44-45. So the teacher, with mantra as his supreme purpose, engaged in meditation, in a state of grace, having shaken the pot which is [full of] internal and external nectar, should carefully sprinkle it on the head [of the person to be cured]. Without doubt he will be re- leased from the cycle of reincarnation which is diﬃcult to step over.",NA,NA
"ochs_000_000_002_amrtesatantram_000_029.jpg","6","46","āyur balaṃ yaśaḥ kīrtir dhṛtir medhā yaśaḥ śriyaḥ/ sarvaṃ pravartate yasya bhūbhṛto rājyam uttamam // 46 //","āyur balaṃ yaśaḥ kīrtir dhṛtir medhā yaśaḥ śriyaḥ/ sarvaṃ pravartate yasya bhūbhṛto rājyam uttamam // 46 //",NA,NA,"6.46. He [gains] long life, strength, fame, brightness, rmness, power, fame, [and] beauty, [and] for him everything can be realised, he attains the earth, [he acquires] the best king- dom.",NA,NA
"ochs_000_000_002_amrtesatantram_000_029.jpg","6","47","duḥkhānvito viduḥkhas tu vyādhimān nirujo bhavet / vandhyāpi labhate putraṃ kanyā tu patim āvahet // 47 //","duḥkhānvito viduḥkhas tu vyādhimān nirujo bhavet / vandhyāpi labhate putraṃ kanyā tu patim āvahet // 47 //",NA,NA,"6.47. One aﬄicted becomes healthy, possessed of suﬀering he becomes free from suﬀering, a barren woman attains a son or a daughter may get a husband.",NA,NA
"ochs_000_000_002_amrtesatantram_000_029.jpg","6","48","yayat samīhate kāmaṃ taṃ taṃ tasya dhruvaṃ bhavet/ abhiṣekasya māhātmyaṃ vidhānavihitasya ca // 48 //","yayat samīhate kāmaṃ taṃ taṃ tasya dhruvaṃ bhavet/ abhiṣekasya māhātmyaṃ vidhānavihitasya ca // 48 //",NA,NA,"6.48. Whatever desire he wishes to attain that will certainly come about for the great soul who is consecrated, according to the method [laid out here].",NA,NA
"ochs_000_000_002_amrtesatantram_000_029.jpg","6","49","kathitaṃ te mayā devi pūjanaṃ hitakāmyayā / anyaśāstropacāreṇa sarvaśāntyāraho bhavet// 49 //","kathitaṃ te mayā devi pūjanaṃ hitakāmyayā / anyaśāstropacāreṇa sarvaśāntyāraho bhavet// 49 //",NA,NA,"6.49. I have told you about this worship, O Goddess, with desire for the welfare [of all be- ings]. With the practice of a diﬀerent teaching, there will be the paci cation of all [obsta- cles].",NA,NA
"ochs_000_000_002_amrtesatantram_000_029.jpg","6","50","evaṃ sthūlavidhānaṃ tu sūkṣmaṃ caivādhunā śṛṇu // 50 //","evaṃ sthūlavidhānaṃ tu sūkṣmaṃ caivādhunā śṛṇu // 50 //",NA,NA,"6.50. Thus the gross method [has been told], now hear about the subtle [method].",NA,NA
"ochs_000_000_002_amrtesatantram_000_030.jpg","7","1-2","saptamo 'dhikāraḥ Īśvara uvāca ataḥ paraṃ pravakṣyāmi dhyānaṃ sūkṣmam anuttamam ṛtuṣaṣṭha svarādhāraṃ trilakṣaṃ vyomapañcakaṃ // 1 // granthidvādaśasamyuktam śaktitrayasamanvitam dhāmatrayapathākrāntaṃ nāḍitrayasamanvitaṃ // 2 //","saptamo 'dhikāraḥ Īśvara uvāca ataḥ paraṃ pravakṣyāmi dhyānaṃ sūkṣmam anuttamam ṛtuṣaṣṭha svarādhāraṃ trilakṣaṃ vyomapañcakaṃ // 1 // granthidvādaśasamyuktam śaktitrayasamanvitam dhāmatrayapathākrāntaṃ nāḍitrayasamanvitaṃ // 2 //",NA,NA,"The Lord spoke: 7.1-2. Now I will tell you about the excellent, supreme, subtle visualising meditation, which comprises the sequence of six [cakra-s].1 , the supporting vowels,2 the three objects,3 and the ve voids,4 the twelve knots, the three powers [śakti-s],5 the path of the three abodes, and the three channels.6",NA,NA
